N,L,g,lr,G_lambda,rho_lambda,RA,KA,FS_cos,FS_agree,RL,RC,RE,RJ,RS,Habs,Kneg,EUL,HP,HA,ANCH,RBD,DBL,ALIGN,ALIGN_P90,NS,ND
10.0,10.0,0.6000000238418579,0.05000000074505806,0.005974349821998899,-0.8651146380001762,0.002488867825983713,0.7856730818748474,0.958422917537119,0.9552083333333333,0.27720562748477146,16.5,8.166666666666666,1.6666666666666667,4.221899293292459,0.642346554548932,0.6531383820068669,2.1666666666666665,5.8500000000000005,0.05003664982060877,0.4286914925459817,0.036554762102463105,6.445,nan,nan,0.0010658779696949283,0.00341796875
20.0,10.0,0.6000000238418579,0.05000000074505806,0.002881481771538524,-0.8064232155774032,0.0013917376636527479,0.8249588310718536,0.9676658700692461,0.9496744791666667,0.7397665940288701,17.666666666666668,11.833333333333334,11.5,1.9663613335153516,0.43779971728464034,0.6099430320332292,2.3333333333333335,4.6499999999999995,0.05003664982060877,0.5024701358231022,0.03955831617408961,6.454999999999999,0.99997604030873,0.9999991831067909,0.0005458217597638463,0.0013020833333333333
30.0,10.0,0.6000000238418579,0.05000000074505806,0.002169037360855964,-0.5600625195560434,0.013819338045626258,0.833462655544281,0.9485813786999409,0.9512369791666667,1.700703281636579,13.0,10.333333333333334,33.166666666666664,1.2039012720031625,0.3485222330517541,0.6188290060825842,2.1666666666666665,4.085,0.05003664982060877,0.2026970575500744,0.08092185704793985,6.48,nan,nan,0.0006081524500760235,0.0016276041666666667
50.0,10.0,0.6000000238418579,0.05000000074505806,0.0015799666483582312,-0.5976508217600669,0.0030283140076790005,0.7695738772551218,0.9825001311447739,0.9579427083333333,1.8502743494484444,15.333333333333334,14.666666666666666,36.166666666666664,1.0576830456755095,0.34474174607842567,0.5939714259995114,2.6666666666666665,4.39,0.05003664982060877,0.5619250925530053,0.03745130937973517,6.509999999999999,0.99997909613657,0.9999994694507465,0.0004826913882027828,-0.0021158854166666665
100.0,10.0,0.6000000238418579,0.05000000074505806,0.0010004381302896736,-0.544005859970358,0.006300250145917137,0.683379461367925,0.9847696548106483,0.9462890625,2.3501881297349287,13.166666666666666,11.333333333333334,48.333333333333336,0.6934880342944204,0.2892749578100877,0.5656224682689711,2.8333333333333335,4.3,0.05003664982060877,0.5239329607627027,0.03748423912953345,6.59,0.9999846097705362,0.999999478795483,0.00022024663002775022,-0.0006510416666666666
150.0,10.0,0.6000000238418579,0.05000000074505806,0.000831912193937598,-0.4368231842340564,0.007613342488184571,0.6706295808156332,0.9812895385705194,0.939453125,2.5016525958289964,12.0,11.333333333333334,51.0,0.6848655747552618,0.2693316815047146,0.5416972081838406,2.0,3.905,0.05003664982060877,0.2715392246642247,0.06151496470738008,6.579999999999999,0.999986964015034,0.9999991837906433,0.00014871695838538276,-0.00048828125
200.0,10.0,0.6000000238418579,0.05000000074505806,0.0007382781023076264,-0.33145430739363246,0.020710622038071353,0.7198071479797363,0.9879345699034551,0.944921875,3.194985207035849,13.166666666666666,11.666666666666666,66.0,0.5227344172022393,0.2521330796096852,0.5397554106708846,2.8333333333333335,4.329999999999999,0.05003664982060877,0.21321384134501278,0.06199801173230163,6.734999999999999,0.9999846763604064,0.999998908477394,0.00010441146996250279,0.0009765625
250.0,10.0,0.6000000238418579,0.05000000074505806,0.0007431055025834387,-0.3224360210357202,0.01706214714795351,0.6483928461869558,0.9894900026109722,0.9427734375,3.752043648263006,11.5,11.833333333333334,72.83333333333333,0.590662700393274,0.26357887102478705,0.5500945179584121,2.6666666666666665,4.085,0.05003664982060877,0.2168874940447507,0.06899654593623393,6.749999999999999,0.9999859009599064,0.9999992107799898,0.00011568469887733117,-0.0006510416666666666
10.0,12.0,0.6000000238418579,0.05000000074505806,0.010283271586406913,-0.8471919478181743,0.0013175051390135195,0.6854132860898972,0.945986363782787,0.9403645833333333,25.980602794610707,13.666666666666666,8.833333333333334,433.8333333333333,13.818896868934905,0.7609638073066088,0.6196648791841878,2.5,7.075,0.05003664982060877,0.49223432947997997,0.03352792421090078,6.43,0.999967803111042,0.9999984372415419,0.002329435769872268,-0.0008138020833333334
20.0,12.0,0.6000000238418579,0.05000000074505806,0.0027772553351661285,-0.8320723272500509,0.0018406500603305176,0.8162222504615784,0.961508264727773,0.9401692708333333,0.4533452377915607,15.666666666666666,11.5,3.8333333333333335,2.07153676056604,0.4408999111789997,0.6259660764116611,2.1666666666666665,5.0,0.05003664982060877,0.32524455518641565,0.046780167092324486,6.385000000000001,nan,nan,0.001183633100171851,0.0032552083333333335
30.0,12.0,0.6000000238418579,0.05000000074505806,0.0018839440101704596,-0.728291942881434,0.0016141987192289282,0.8035537997881571,0.9530963149722698,0.9490885416666667,0.7590128060534577,15.666666666666666,9.5,11.166666666666666,1.4988804541367493,0.3557362378331257,0.6044969972866273,2.1666666666666665,4.5200000000000005,0.05003664982060877,0.4599667845280188,0.0420416443099916,6.465,nan,nan,0.0009151183264956378,0.00244140625
50.0,12.0,0.6000000238418579,0.05000000074505806,0.0012645602632231805,-0.6763114039276099,0.0013290337956277654,0.7858790357907613,0.9745597019903927,0.9439453125,1.4822844507162112,13.166666666666666,14.166666666666666,25.666666666666668,0.9996459696146202,0.29579278045898383,0.6124635109242185,2.5,4.11,0.05003664982060877,0.39426465159707297,0.06150039615487591,6.505,0.9999822364461455,0.9999992051927968,0.0005008865030236934,0.0
100.0,12.0,0.6000000238418579,0.05000000074505806,0.0007874821943172753,-0.3570030008572888,0.007109429988001163,0.7604246437549591,0.9861362031755193,0.9580078125,3.313091808753647,9.666666666666666,8.333333333333334,69.0,0.5577932373198152,0.23475115883977704,0.5756400859020356,2.0,3.59,0.05003664982060877,0.35163410790269684,0.07576138869964794,6.6000000000000005,0.9999825025194832,0.9999992090802087,0.00023347722184476524,0.0026041666666666665
150.0,12.0,0.6000000238418579,0.05000000074505806,0.0006521254449706792,-0.39022568361931426,0.004124578777312611,0.7122600078582764,0.9847902191767945,0.9478515625,2.293264248180678,13.0,12.0,48.0,0.5055683078769858,0.2263952188540627,0.545162866658951,2.6666666666666665,4.24,0.05003664982060877,0.39902902262057194,0.049259573663415594,6.63,0.9999864272799573,0.9999998251474,0.0001234284879479408,0.001953125
200.0,12.0,0.6000000238418579,0.05000000074505806,0.0005662392466339654,-0.34195016270542683,0.004512554907705635,0.7326040764649709,0.9841302575387788,0.9350260416666667,2.6294648250315658,12.5,12.5,53.5,0.4544297157901604,0.21483565683797798,0.5129303139024987,2.6666666666666665,4.05,0.05003664982060877,0.20384636862216007,0.05442473911985573,6.6549999999999985,nan,nan,0.0001545238565321405,-0.00048828125
250.0,12.0,0.6000000238418579,0.05000000074505806,0.000559268977734733,-0.38570547923497717,0.008259134881276017,0.7495324114958445,0.9832726465951344,0.9368489583333334,2.3312972567696693,10.833333333333334,12.666666666666666,49.166666666666664,0.4422842001517549,0.20994872792443875,0.49826395586590017,2.1666666666666665,3.785,0.05003664982060877,0.2555960114119851,0.05357087026598026,6.755,nan,nan,0.0002751384564687968,-0.0021158854166666665
10.0,14.0,0.6000000238418579,0.05000000074505806,0.016050174149960784,-0.9459421512237157,0.0006759001804918322,0.32619400322437286,0.9662682693829466,0.9473307291666667,50.582751044926376,6.666666666666667,0.6666666666666666,863.8333333333334,27.6393003797515,1.178367297829756,0.610759615755565,1.5,11.0,0.05003664982060877,0.7938833204831663,0.01631841708009031,6.38,nan,nan,0.0024603301893276566,-0.00016276041666666666
20.0,14.0,0.6000000238418579,0.05000000074505806,0.003720241751726554,-0.8184274884393719,0.002423689977149479,0.7367434899012247,0.9495855299043574,0.9503255208333333,0.1569238815542512,17.333333333333332,4.5,1.3333333333333333,4.482109767830434,0.5279136284281368,0.6457312603680414,1.8333333333333333,5.745000000000001,0.05003664982060877,0.2577401372212693,0.043439148582138126,6.499999999999999,nan,nan,0.0011337519256918172,-0.0016276041666666667
30.0,14.0,0.6000000238418579,0.05000000074505806,0.001628865965217624,-0.6011322738659086,0.004999686102867902,0.8427447279294332,0.962794328755684,0.9463541666666667,1.2365001794687493,14.333333333333334,9.5,23.333333333333332,1.4457174172067864,0.3356726662965222,0.6088821161735015,2.3333333333333335,4.53,0.05003664982060877,0.34196789699934355,0.05974952817263359,6.509999999999999,nan,nan,0.0005432394722437542,0.00146484375
50.0,14.0,0.6000000238418579,0.05000000074505806,0.0011559130052649056,-0.6286604403413005,0.0031096847039104127,0.7897540032863617,0.9766812040500047,0.9462239583333333,0.9347970773009194,16.5,9.833333333333334,16.333333333333332,0.9935907723913856,0.28212896083931105,0.5847318133302472,2.3333333333333335,4.595,0.05003664982060877,0.544960764767528,0.04147257986395623,6.510000000000001,0.9999822234916622,0.9999990227413319,0.00045779732455401384,-0.0008138020833333334
100.0,14.0,0.6000000238418579,0.05000000074505806,0.0005957270276111658,-0.45310216588821295,0.004248288615296285,0.8145333528518677,0.9783204454553203,0.9458984375,2.2472287142747454,11.333333333333334,10.333333333333334,45.333333333333336,0.5182593628894302,0.1998535042289463,0.5591798155935342,2.1666666666666665,3.8349999999999995,0.05003664982060877,0.4975319525728567,0.04882907045046481,6.555,0.9999836411829532,0.9999995275386336,0.00020026343569351512,0.00016276041666666666
150.0,14.0,0.6000000238418579,0.05000000074505806,0.0005107158805395369,-0.3584581298292864,0.005816004893858917,0.769817183415095,0.9846475972269285,0.9492838541666667,3.550223843109611,11.333333333333334,10.333333333333334,68.83333333333333,0.4243892059743756,0.19311749179403395,0.5571865797358642,1.8333333333333333,3.805,0.05003664982060877,0.37510564254616807,0.05958490086018098,6.675,0.9999807783940223,0.9999992854905622,0.00014712740990370973,-0.0008138020833333334
200.0,14.0,0.6000000238418579,0.05000000074505806,0.0004941413328408763,-0.4284522968534007,0.0033307422224121788,0.6764165560404459,0.9844735779606096,0.9416666666666667,2.776535892843432,14.0,13.666666666666666,57.5,0.49576299330018525,0.2024534820647059,0.5642079137893342,2.8333333333333335,4.199999999999999,0.05003664982060877,0.42962162251133756,0.04492973771557768,6.645,0.999985332278794,0.9999991411130414,0.0001243863748188375,-0.0003255208333333333
250.0,14.0,0.6000000238418579,0.05000000074505806,0.00041366227861082665,-0.4558492696616155,0.007326589392808576,0.8024108310540518,0.989287401749898,0.946484375,2.6426450198781715,7.5,8.0,62.0,0.35398568851165596,0.1769349150888401,0.5133611100394789,2.6666666666666665,3.93,0.05003664982060877,0.34748578142731984,0.04390842145259774,6.805,0.9999888518575716,0.999999108851214,0.0001379244269252474,0.0006510416666666666
10.0,16.0,0.6000000238418579,0.05000000074505806,0.013784999472463082,-0.9762750401756193,0.00045730997711264837,0.30435845255851746,0.9772873872480294,0.95703125,76.0228334575328,1.1666666666666667,1.1666666666666667,1293.5,24.780708513398697,1.187429486000142,0.6230855291076732,1.1666666666666667,12.104999999999999,0.05003664982060877,0.9605499871498329,0.010920361384971362,6.2749999999999995,0.9999670985611712,0.9999994594305579,0.0019244320302971851,-0.0008138020833333334
20.0,16.0,0.6000000238418579,0.05000000074505806,0.004272921111842868,-0.8262979762189906,0.00187159363971053,0.707992767294248,0.9697503115769707,0.9637369791666667,12.884161786998567,16.666666666666668,10.666666666666666,215.33333333333334,6.234511833204476,0.5540711965802187,0.6110746756169386,2.5,6.53,0.05003664982060877,0.5587461704462475,0.03468441886688503,6.47,nan,nan,0.0017837286606948906,0.0030924479166666665
30.0,16.0,0.6000000238418579,0.05000000074505806,0.0015743255165357576,-0.7634689494524,0.007314502533214788,0.8263786633809408,0.9424672515473926,0.9404947916666667,0.310667568261897,15.0,9.666666666666666,1.3333333333333333,1.806025661165708,0.3315140001469136,0.631887915846868,1.5,4.895,0.05003664982060877,0.1806184012066365,0.061625365731900285,6.484999999999999,nan,nan,0.0003820995507705649,-0.00146484375
50.0,16.0,0.6000000238418579,0.05000000074505806,0.0010578486393098474,-0.8243078570764748,0.0021307155839167535,0.7966459492842356,0.9833525030971764,0.9561848958333333,0.8347234841721125,17.333333333333332,12.5,11.833333333333334,1.0692737348173524,0.2741229827259894,0.5956753211681648,2.8333333333333335,4.92,0.05003664982060877,0.42209841243143736,0.039293487487185134,6.614999999999999,0.9999764145024068,0.9999943094647431,0.0007252780440638781,0.0
100.0,16.0,0.6000000238418579,0.05000000074505806,0.0005255145769749456,-0.46085279349447505,0.005712091771420092,0.788848054409027,0.9770636705572393,0.957421875,2.2048145007123723,13.4,11.2,41.8,0.529338886344933,0.19161586513169224,0.5786505150264265,2.6,4.127999999999999,0.05003664982060877,0.37525210496084277,0.05904815914057458,6.593999999999999,0.9999870373538023,0.9999996187577388,0.00032414337938382334,0.0021484375
150.0,16.0,0.6000000238418579,0.05000000074505806,0.00038393769469879523,-0.4680740658101249,0.007732081227004528,0.8507308065891266,0.9549899771132572,0.904296875,3.708967529817257,8.5,8.5,71.0,0.3066374952880667,0.15532890922043796,0.5072142278461479,2.5,3.8549999999999995,0.05003664982060877,0.47335752482811305,0.05013336249685461,6.615,0.9999868570116615,0.9999992134403386,0.0004485942922910491,-0.0048828125
200.0,16.0,0.6000000238418579,0.05000000074505806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
250.0,16.0,0.6000000238418579,0.05000000074505806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
10.0,2.0,0.6000000238418579,0.07500000298023224,0.02277364519605954,-0.5108780119652545,0.7518205245335897,0.9459143877029419,0.977711416392003,0.9445963541666667,1.0305813485483815,16.666666666666668,11.666666666666666,19.5,4.661891866634256,1.2503640060375592,0.6587323019945218,3.1666666666666665,5.1049999999999995,0.05003664982060877,0.20402761323587484,0.09827300168118362,6.625,nan,nan,0.0007605683778763583,0.0003255208333333333
